anio_siniestro_x,mes,rango_horario,participantes_siniestro,gravedad_siniestro,temperatura_media,es_fin_de_semana,lluvia_mm,velocidad_viento,humedad_relativa
2024,8,16.0,MOTO-TRANSPORTE PUBLICO,LEVE,24.7,0,0.0,22.3,54.0
2022,1,13.0,MOTO-AUTO,LEVE,26.4,0,0.0,5.0,72.0
2020,10,19.0,SD-SD,LEVE,20.1,0,,11.8,84.0
2024,5,16.0,SD-SD,LEVE,14.4,0,0.0,14.5,55.0
2019,9,8.0,TRANSPORTE PUBLICO-MOVIL,LEVE,8.1,0,,10.5,87.0
2021,6,10.0,PEATON-AUTO,LEVE,5.7,0,0.1,15.8,84.0
2021,4,9.0,BICICLETA-AUTO,LEVE,11.5,0,0.0,5.2,88.0
2019,10,20.0,BICICLETA-MOVIL,LEVE,13.9,0,,7.5,93.0
2022,11,17.0,BICICLETA-AUTO,LEVE,21.7,0,0.0,17.0,48.0
2019,4,20.0,MOTO-AUTO,LEVE,21.5,1,,9.9,65.0
2024,6,12.0,MOTO-AUTO,LEVE,3.4,1,0.0,10.3,59.0
2019,1,15.0,MOTO-AUTO,LEVE,26.3,0,,13.1,72.0
2024,11,20.0,MIXTO-AUTO,LEVE,22.3,0,0.0,19.4,31.0
2021,12,17.0,MOTO-AUTO,LEVE,20.2,0,0.0,15.8,62.0
2019,10,9.0,AUTO-TRANSPORTE PUBLICO,LEVE,10.8,1,,6.5,90.0
2023,10,23.0,BICICLETA-AUTO,LEVE,22.9,1,0.0,7.1,69.0
2024,5,11.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,11.7,0,0.0,8.2,91.0
2024,12,1.0,AUTO-MULTIPLE,LEVE,20.1,0,0.0,9.4,58.0
2019,9,15.0,MOTO-AUTO,LEVE,19.2,0,,13.0,24.0
2019,6,13.0,SD-SD,LEVE,16.2,0,,7.0,98.0
2021,5,10.0,SD-SD,LEVE,12.9,0,0.0,11.7,81.0
2021,2,13.0,MOTO-TRANSPORTE PUBLICO,GRAVE,20.5,0,0.3,16.2,83.0
2023,5,8.0,MOTO-SD,LEVE,8.2,0,0.0,3.1,62.0
2023,1,15.0,AUTO-OBJETO FIJO,LEVE,27.8,0,0.0,18.5,61.0
2022,3,23.0,AUTO-MOVIL,GRAVE,17.4,1,0.0,18.9,62.0
2022,12,14.0,SD-SD,LEVE,27.6,0,0.0,12.8,46.0
2022,5,14.0,MOTO-AUTO,LEVE,12.9,0,0.0,6.8,64.0
2023,9,8.0,BICICLETA-AUTO,LEVE,13.5,1,0.0,8.7,89.0
2019,3,9.0,PEATON-AUTO,LEVE,18.4,0,,10.3,82.0
2020,7,8.0,BICICLETA-AUTO,LEVE,5.9,0,,3.3,81.0
2024,4,19.0,MOTO-AUTO,LEVE,18.1,1,1.6,26.1,93.0
2022,6,20.0,MOTO-TAXI,LEVE,11.1,0,0.0,6.6,54.0
2021,5,7.0,SD-SD,LEVE,7.9,0,0.0,2.1,92.0
2022,11,9.0,PEATON-TAXI,LEVE,15.4,0,0.0,4.5,66.0
2021,6,14.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,8.1,0,0.0,9.1,64.0
2021,8,13.0,SD-SD,LEVE,10.8,0,0.0,10.4,54.0
2020,1,9.0,MOTO-AUTO,LEVE,22.6,0,,16.6,75.0
2024,1,12.0,PEATON-TAXI,LEVE,22.9,1,0.0,7.6,61.0
2020,4,23.0,MOTO-MOVIL,GRAVE,16.6,0,,17.1,74.0
2022,12,20.0,PEATON-AUTO,LEVE,29.9,0,0.0,11.0,30.0
2022,10,14.0,SD-SD,LEVE,21.1,0,0.0,16.6,43.0
2021,11,0.0,AUTO-AUTO,LEVE,21.3,1,0.0,34.8,83.0
2021,9,18.0,AUTO-SD,LEVE,19.4,1,0.0,11.4,62.0
2022,7,16.0,MOTO-AUTO,LEVE,11.2,0,0.1,18.1,97.0
2019,2,16.0,MOTO-AUTO,LEVE,28.0,1,,10.2,70.0
2020,9,10.0,SD-AUTO,LEVE,9.8,1,,10.3,48.0
2019,2,14.0,AUTO-AUTO,LEVE,23.2,1,,17.1,42.0
2023,6,10.0,BICICLETA-MOTO,LEVE,2.3,0,0.0,3.6,88.0
2024,12,0.0,PEATON-TRANSPORTE PUBLICO,LEVE,24.7,0,0.0,10.5,63.0
2020,8,21.0,MOTO-AUTO,LEVE,11.2,0,,19.9,90.0
2019,6,17.0,SD-SD,LEVE,21.1,0,,3.8,80.0
2022,11,17.0,PEATON-MOTO,LEVE,22.2,0,0.0,10.6,33.0
2023,7,6.0,SD-SD,LEVE,11.1,1,0.0,17.8,76.0
2024,10,23.0,MOTO-TRANSPORTE PUBLICO,LEVE,14.9,0,0.0,8.4,35.0
2020,11,17.0,AUTO-SD,LEVE,25.5,1,,12.2,40.0
2024,8,19.0,AUTO-MULTIPLE,LEVE,14.0,0,0.0,18.8,52.0
2023,4,16.0,AUTO-UTILITARIO,LEVE,21.5,1,0.0,11.5,63.0
2022,1,9.0,BICICLETA-TAXI,LEVE,18.0,0,0.0,21.7,72.0
2019,12,16.0,PEATON-AUTO,LEVE,21.3,0,,9.8,37.0
2024,5,18.0,MOVIL-AUTO,LEVE,16.1,1,0.0,27.0,62.0
2023,1,12.0,UTILITARIO-AUTO,LEVE,23.3,1,0.0,5.3,82.0
2024,8,18.0,MOTO-AUTO,LEVE,11.3,0,0.0,7.7,50.0
2021,10,19.0,SD-SD,LEVE,24.2,0,0.0,14.2,58.0
2019,12,16.0,MOTO-AUTO,LEVE,23.9,0,,15.7,60.0
2019,3,19.0,MOTO-MOTO,LEVE,23.0,0,,13.0,58.0
2019,5,17.0,BICICLETA-AUTO,LEVE,21.3,0,,14.2,65.0
2023,3,16.0,PEATON-BICICLETA,LEVE,20.7,0,0.0,28.4,45.0
2023,9,8.0,AUTO-AUTO,LEVE,15.4,0,0.0,10.7,86.0
2019,6,15.0,AUTO-UTILITARIO,LEVE,16.0,1,,13.7,98.0
2022,8,21.0,TRANSPORTE PUBLICO-SD,LEVE,13.6,0,0.0,4.4,54.0
2019,9,9.0,TRANSPORTE PUBLICO-AUTO,LEVE,14.6,0,,3.2,74.0
2023,3,17.0,PEATON-BICICLETA,LEVE,21.1,0,0.0,21.9,63.0
2020,12,19.0,SD-SD,LEVE,27.6,0,,14.0,19.0
2020,7,13.0,MOTO-SD,LEVE,7.5,0,,16.0,76.0
2019,7,15.0,MOTO-AUTO,LEVE,9.7,1,,11.5,48.0
2021,8,10.0,SD-SD,LEVE,7.9,0,0.0,7.6,68.0
2022,5,13.0,BICICLETA-OBJETO FIJO,LEVE,6.6,0,0.0,13.2,41.0
2019,2,20.0,TRANSPORTE PUBLICO-UTILITARIO,LEVE,27.9,0,,8.3,71.0
2023,4,13.0,MOTO-UTILITARIO,LEVE,17.2,0,0.0,2.6,93.0
2023,4,11.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,10.2,0,0.0,4.2,70.0
2024,12,12.0,PEATON-AUTO,GRAVE,21.8,0,,11.7,58.0
2024,8,0.0,MOTO-AUTO,LEVE,19.4,0,0.0,14.0,77.0
2022,4,13.0,BICICLETA-AUTO,LEVE,14.8,0,0.0,14.6,71.0
2024,1,15.0,SD-SD,LEVE,27.4,0,0.0,14.3,49.0
2024,9,12.0,MOTO-MULTIPLE,LEVE,10.6,0,0.0,2.6,54.0
2020,5,23.0,BICICLETA-SD,LEVE,15.9,0,,5.4,65.0
2022,11,16.0,BICICLETA-AUTO,LEVE,21.7,0,0.0,14.9,45.0
2020,3,17.0,TAXI-SD,LEVE,21.8,1,,10.1,64.0
2022,4,14.0,AUTO-AUTO,LEVE,21.6,0,0.0,8.4,81.0
2022,7,6.0,MOTO-MOTO,LEVE,14.3,1,0.0,4.6,100.0
2019,8,7.0,MOTO-AUTO,LEVE,10.9,0,,12.3,62.0
2020,12,16.0,BICICLETA-AUTO,LEVE,24.5,0,,9.8,57.0
2024,6,17.0,SD-SD,LEVE,8.0,1,0.0,16.6,47.0
2023,10,17.0,SD-SD,LEVE,21.6,1,0.0,18.7,67.0
2019,3,9.0,PEATON-AUTO,LEVE,25.5,0,,7.7,79.0
2019,2,20.0,MOTO-AUTO,LEVE,,0,,,
2019,2,12.0,MOTO-CAMION,LEVE,15.2,0,,4.8,52.0
2021,5,12.0,BICICLETA-AUTO,LEVE,11.6,0,0.0,13.3,61.0
2020,11,15.0,MOTO-SD,LEVE,26.0,0,,11.7,48.0
2022,11,13.0,MOTO-UTILITARIO,LEVE,26.1,0,0.0,7.9,64.0
2023,3,16.0,MOVIL-AUTO,LEVE,34.0,0,0.0,7.2,49.0
2019,8,20.0,SD-SD,LEVE,15.4,0,,7.1,43.0
2019,10,16.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,24.7,0,,11.7,19.0
2019,6,20.0,MOTO-AUTO,LEVE,18.7,0,,12.7,93.0
2024,10,12.0,MOTO-OBJETO FIJO,LEVE,,0,,,
2022,4,9.0,MOTO-AUTO,LEVE,9.8,0,0.0,2.2,78.0
2021,9,12.0,MOTO-CAMION,LEVE,16.1,0,0.0,23.0,65.0
2019,2,7.0,PEATON-AUTO,MORTAL,23.2,1,,18.1,75.0
2024,1,19.0,MOTO-MOTO,LEVE,29.6,0,0.0,9.5,37.0
2022,11,10.0,SD-SD,LEVE,22.9,0,0.0,14.4,51.0
2023,11,10.0,CAMION-SD,LEVE,19.2,0,0.0,9.0,65.0
2023,2,10.0,AUTO-MOTO,LEVE,22.9,0,0.0,5.1,76.0
2019,3,15.0,PEATON-AUTO,LEVE,21.8,0,,18.0,62.0
2019,10,18.0,MOTO-SD,LEVE,23.0,0,,8.2,68.0
2021,5,15.0,MOTO-AUTO,LEVE,16.8,0,0.0,9.3,50.0
2022,11,18.0,PEATON-AUTO,LEVE,26.9,0,2.0,18.6,63.0
2021,2,13.0,PEATON-AUTO,LEVE,23.1,1,1.0,3.9,72.0
2023,2,7.0,MOTO-OTRO,LEVE,23.1,0,0.0,11.4,78.0
2020,1,17.0,AUTO-AUTO,LEVE,24.9,0,,14.5,60.0
2022,3,17.0,MOTO-MOVIL,LEVE,23.0,0,0.0,12.7,79.0
2022,9,0.0,MOTO-AUTO,LEVE,17.0,0,0.0,12.4,60.0
2019,9,10.0,MOTO-AUTO,LEVE,,0,,,
2023,3,10.0,SD-SD,LEVE,21.8,0,0.0,11.7,79.0
2023,11,19.0,BICICLETA-AUTO,LEVE,26.4,0,0.0,14.0,43.0
2022,7,9.0,MOTO-TAXI,LEVE,9.3,0,0.0,10.0,96.0
2021,7,20.0,BICICLETA-TAXI,LEVE,10.1,0,0.0,15.9,51.0
2024,5,10.0,MOTO-AUTO,LEVE,11.9,0,0.0,8.5,87.0
2022,9,12.0,MOTO-AUTO,LEVE,15.8,0,0.0,6.9,83.0
2020,5,0.0,MOTO-SD,LEVE,14.5,0,,10.0,67.0
2022,6,15.0,MOTO-UTILITARIO,LEVE,10.2,0,0.0,13.4,67.0
2023,5,20.0,MOTO-SD,LEVE,17.8,0,0.0,6.1,75.0
2021,10,12.0,SD-SD,LEVE,22.2,1,0.0,14.8,74.0
2020,10,8.0,MOTO-SD,LEVE,10.9,1,,6.3,72.0
2024,6,23.0,SD-SD,LEVE,13.9,1,0.0,14.5,79.0
2020,1,18.0,SD-SD,LEVE,22.5,0,,9.1,36.0
2024,2,14.0,AUTO-AUTO,LEVE,27.1,1,0.2,12.6,69.0
2023,8,22.0,BICICLETA-MOTO,LEVE,20.3,0,0.0,14.3,37.0
2024,5,17.0,SD-SD,LEVE,15.5,0,0.0,7.7,71.0
2021,1,23.0,MOTO-AUTO,LEVE,21.2,0,0.0,1.7,88.0
2023,11,7.0,MOTO-AUTO,MORTAL,17.8,0,0.0,5.1,72.0
2019,12,10.0,UTILITARIO-AUTO,LEVE,15.3,1,,0.0,68.0
2019,11,4.0,AUTO-AUTO,LEVE,23.2,0,,19.3,53.0
2021,9,18.0,SD-SD,LEVE,20.4,0,0.0,8.7,49.0
2023,1,12.0,PEATON-MOTO,LEVE,24.6,0,0.0,12.0,68.0
2023,2,7.0,MOTO-AUTO,LEVE,22.1,0,0.0,0.7,87.0
2023,12,19.0,MOTO-AUTO,LEVE,29.5,1,0.0,12.2,66.0
2024,6,13.0,SD-SD,LEVE,9.6,0,0.0,15.6,70.0
2023,12,16.0,UTILITARIO-UTILITARIO,LEVE,22.2,0,0.0,11.3,54.0
2024,9,12.0,MOTO-AUTO,LEVE,11.0,0,0.0,3.3,50.0
2023,8,18.0,AUTO-AUTO,LEVE,15.9,0,0.0,11.9,51.0
2024,10,10.0,MOTO-AUTO,LEVE,15.7,1,0.0,6.0,89.0
2021,10,13.0,BICICLETA-SD,LEVE,21.3,0,0.0,11.6,60.0
2019,1,13.0,MOTO-AUTO,LEVE,22.7,0,,14.3,85.0
2021,4,16.0,BICICLETA-SD,LEVE,23.1,0,0.0,10.9,66.0
2021,10,5.0,MOTO-AUTO,LEVE,13.9,0,0.0,8.9,93.0
2019,1,13.0,MOTO-AUTO,LEVE,19.1,0,,13.3,58.0
2021,3,12.0,SD-SD,LEVE,17.9,1,0.0,7.0,67.0
2023,10,20.0,MOTO-AUTO,LEVE,26.9,0,0.0,12.6,37.0
2024,2,14.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,21.2,0,0.7,12.1,92.0
2021,4,8.0,BICICLETA-PEATON,LEVE,13.9,0,0.0,1.1,78.0
2023,7,14.0,MOTO-AUTO,LEVE,8.5,0,0.0,12.2,76.0
2024,9,9.0,SD-SD,LEVE,9.3,0,,10.9,91.0
2024,12,4.0,AUTO-AUTO,LEVE,19.8,1,0.0,6.0,82.0
2024,6,19.0,SD-SD,LEVE,11.6,0,0.0,8.4,63.0
2020,9,12.0,MOTO-MOTO,LEVE,12.6,0,,12.2,81.0
2020,1,4.0,AUTO-AUTO,LEVE,21.1,0,,11.6,82.0
2021,1,19.0,BICICLETA-AUTO,LEVE,29.5,0,0.0,20.0,50.0
2024,10,16.0,SD-SD,LEVE,19.0,0,0.8,21.6,54.0
2020,11,13.0,MOTO-UTILITARIO,LEVE,18.4,0,,14.9,58.0
2024,11,19.0,MOTO-AUTO,LEVE,23.6,0,0.0,8.7,32.0
2022,11,19.0,MOTO-TAXI,LEVE,24.2,0,0.0,17.6,43.0
2022,9,11.0,MOTO-TRANSPORTE PUBLICO,LEVE,9.0,1,0.0,7.5,63.0
2023,6,10.0,SD-SD,LEVE,8.2,0,0.0,8.7,73.0
2023,3,22.0,MOTO-AUTO,LEVE,31.5,0,0.0,13.4,52.0
2021,8,18.0,SD-SD,LEVE,13.9,0,0.0,8.3,74.0
2021,10,14.0,MOTO-SD,LEVE,29.4,0,0.0,8.1,48.0
2022,2,12.0,MOTO-OBJETO FIJO,LEVE,,0,,,
2024,9,20.0,MOTO-AUTO,LEVE,15.0,0,0.0,8.0,91.0
2024,10,12.0,SD-SD,LEVE,17.6,0,0.0,9.5,92.0
2021,2,5.0,AUTO-AUTO,LEVE,20.2,0,0.4,11.9,87.0
2020,1,20.0,PEATON-TRANSPORTE PUBLICO,LEVE,32.2,1,,9.8,49.0
2019,9,19.0,TAXI-AUTO,LEVE,15.6,0,,11.3,51.0
2023,2,11.0,PEATON-AUTO,LEVE,19.1,0,0.0,11.3,67.0
2022,10,8.0,MOTO-AUTO,LEVE,17.8,0,0.0,17.3,78.0
2022,5,8.0,PEATON-MOTO,LEVE,10.0,1,0.0,3.6,95.0
2020,2,18.0,BICICLETA-AUTO,LEVE,27.3,1,,9.3,63.0
2021,4,15.0,PEATON-SD,LEVE,23.8,0,0.0,9.7,69.0
2023,4,15.0,SD-SD,LEVE,,0,,,
2023,6,15.0,MOTO-AUTO,LEVE,10.6,1,0.0,7.9,68.0
2024,3,7.0,SD-SD,LEVE,16.2,0,0.0,15.4,58.0
2022,9,1.0,PEATON-SD,GRAVE,10.6,1,0.0,7.7,57.0
2024,9,18.0,PEATON-AUTO,LEVE,22.7,1,0.1,14.1,74.0
2022,2,12.0,MOTO-UTILITARIO,LEVE,24.3,0,0.0,11.4,45.0
2023,1,10.0,MOTO-AUTO,LEVE,25.1,0,0.0,16.1,68.0
2020,10,16.0,SD-SD,LEVE,20.8,0,,9.4,45.0
2022,1,15.0,SD-SD,LEVE,29.7,0,0.0,10.9,49.0
2022,8,21.0,MOTO-AUTO,LEVE,16.8,0,0.0,11.6,73.0
2020,11,0.0,MOTO-TRANSPORTE PUBLICO,LEVE,19.1,0,,12.4,44.0
2021,6,11.0,BICICLETA-TAXI,LEVE,11.2,0,0.0,12.9,89.0
2020,7,22.0,SD-SD,LEVE,9.0,0,,8.7,67.0
2019,5,21.0,MOTO-MOTO,LEVE,15.4,0,,7.2,86.0
2020,2,21.0,MOTO-SD,LEVE,21.4,0,,8.9,91.0
2021,4,17.0,BICICLETA-SD,LEVE,24.3,0,0.0,8.3,41.0
2024,3,11.0,MOTO-AUTO,LEVE,19.4,0,0.0,12.3,75.0
2020,9,14.0,TRANSPORTE PUBLICO-SD,LEVE,13.0,1,,13.4,87.0
2020,10,15.0,SD-SD,LEVE,14.9,0,,13.9,46.0
2024,8,10.0,AUTO-AUTO,LEVE,5.7,1,0.0,3.3,78.0
2021,8,15.0,MOTO-AUTO,LEVE,15.7,0,0.0,12.3,81.0
2019,2,18.0,PEATON-AUTO,LEVE,29.7,0,,13.0,60.0
2021,4,20.0,MOTO-UTILITARIO,LEVE,21.8,0,0.0,10.8,56.0
2021,3,12.0,MOTO-TAXI,LEVE,24.4,0,0.0,8.9,80.0
2024,7,16.0,MOTO-MULTIPLE,LEVE,10.0,0,0.0,6.9,58.0
2024,1,10.0,MOTO-AUTO,LEVE,20.5,0,0.3,8.2,87.0
2024,6,19.0,SD-SD,LEVE,18.3,0,0.0,6.6,73.0
2024,10,15.0,PEATON-AUTO,LEVE,15.4,0,0.0,12.3,54.0
2022,9,0.0,MOTO-AUTO,LEVE,11.7,0,2.4,26.5,80.0
2021,11,0.0,MOTO-MOTO,LEVE,19.9,0,0.0,11.6,76.0
2023,7,15.0,SD-SD,LEVE,12.6,0,0.0,11.0,74.0
2024,9,15.0,MOTO-AUTO,LEVE,15.6,0,0.0,10.7,64.0
2019,1,18.0,MOTO-AUTO,GRAVE,30.6,0,,7.8,69.0
2020,3,17.0,PEATON-AUTO,LEVE,28.5,0,,11.5,54.0
2023,8,15.0,MONOPATIN-AUTO,LEVE,18.4,0,0.0,14.5,36.0
2023,5,10.0,BICICLETA-AUTO,LEVE,9.5,0,0.0,3.8,83.0
2021,11,9.0,PEATON-MOTO,LEVE,19.6,0,0.0,21.0,53.0
2024,11,17.0,SD-SD,LEVE,24.6,1,0.0,18.1,62.0
2021,6,23.0,MOTO-AUTO,LEVE,7.3,1,0.4,22.5,80.0
2023,6,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,8.9,0,0.0,10.0,66.0
2024,9,20.0,SD-SD,LEVE,17.8,1,0.0,16.0,44.0
2024,8,14.0,SD-SD,LEVE,13.0,1,0.4,29.1,88.0
2023,11,17.0,MOTO-AUTO,LEVE,28.8,0,0.0,21.4,30.0
2023,10,20.0,PEATON-AUTO,LEVE,24.9,0,0.0,15.1,46.0
2020,9,15.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,17.5,0,,14.9,54.0
2021,6,14.0,MOTO-AUTO,LEVE,8.2,0,0.0,7.8,72.0
2021,10,21.0,SD-SD,LEVE,23.7,1,0.0,11.2,33.0
2023,3,18.0,AUTO-AUTO,LEVE,24.6,0,0.0,23.5,62.0
2022,11,7.0,AUTO-UTILITARIO,LEVE,13.1,0,0.0,10.4,63.0
2023,3,18.0,SD-SD,LEVE,27.6,1,0.0,28.1,75.0
2019,5,16.0,AUTO-TRANSPORTE PUBLICO,LEVE,17.8,0,,8.8,65.0
2022,4,8.0,SD-SD,LEVE,16.2,0,0.0,1.1,94.0
2020,10,15.0,SD-SD,LEVE,15.5,0,,13.0,47.0
2019,1,20.0,AUTO-TRANSPORTE PUBLICO,LEVE,21.5,0,,26.5,57.0
2024,5,18.0,SD-SD,LEVE,9.8,0,0.0,12.5,76.0
2021,1,16.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,21.2,0,0.0,8.6,79.0
2024,4,23.0,PEATON-AUTO,MORTAL,15.6,0,0.0,11.4,64.0
2020,7,17.0,SD-SD,LEVE,12.4,0,,4.4,71.0
2019,10,12.0,MOTO-AUTO,LEVE,10.9,0,,12.6,75.0
2020,12,21.0,MOTO-SD,LEVE,28.3,0,,8.8,20.0
2020,12,19.0,SD-SD,LEVE,27.2,1,,19.7,50.0
2021,11,14.0,PEATON-MOTO,LEVE,26.7,0,0.0,14.7,42.0
2023,12,14.0,AUTO-SD,LEVE,24.7,0,0.0,9.9,66.0
2021,1,13.0,MOTO-AUTO,LEVE,22.2,0,0.0,10.3,60.0
2020,6,12.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,12.2,0,,17.5,89.0
2019,10,19.0,PEATON-AUTO,LEVE,25.4,0,,11.2,26.0
2022,12,11.0,TRANSPORTE PUBLICO-SD,LEVE,19.8,0,0.0,2.8,54.0
2024,1,21.0,PEATON-AUTO,LEVE,22.9,0,0.0,19.9,53.0
2020,11,15.0,MIXTO-TRANSPORTE PUBLICO,LEVE,19.1,0,,17.3,43.0
2020,11,18.0,MOTO-SD,LEVE,24.0,0,,15.6,54.0
2024,1,16.0,PEATON-AUTO,LEVE,32.8,0,0.0,9.6,45.0
2019,6,10.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,14.9,0,,18.8,97.0
2024,12,22.0,SD-SD,LEVE,24.2,1,0.0,23.8,54.0
2020,2,22.0,SD-SD,LEVE,31.4,0,,14.9,67.0
2023,6,20.0,BICICLETA-AUTO,LEVE,12.1,0,0.0,11.5,55.0
2020,2,0.0,MOTO-AUTO,LEVE,20.7,0,,9.2,48.0
2024,2,5.0,SD-SD,LEVE,,1,,,
2019,8,13.0,TRANSPORTE PUBLICO-AUTO,LEVE,14.1,0,,6.8,72.0
2021,8,15.0,PEATON-AUTO,LEVE,8.2,0,0.0,20.1,56.0
2020,10,6.0,SD-SD,LEVE,13.2,0,,5.0,84.0
2024,10,7.0,TAXI-AUTO,LEVE,20.4,0,0.0,5.6,65.0
2024,5,16.0,PEATON-MOTO,GRAVE,15.4,0,0.0,11.8,42.0
2019,2,11.0,MOTO-UTILITARIO,LEVE,20.4,0,,12.4,64.0
2022,3,7.0,PEATON-AUTO,GRAVE,16.2,0,0.0,5.5,93.0
2023,12,16.0,MOTO-AUTO,LEVE,18.4,0,0.0,24.3,58.0
2019,10,12.0,MOTO-AUTO,LEVE,18.8,0,,17.8,91.0
2022,6,17.0,MOTO-UTILITARIO,LEVE,12.1,0,0.0,5.9,73.0
2023,4,22.0,SD-SD,LEVE,19.7,0,0.0,20.7,80.0
2019,3,20.0,SD-SD,LEVE,26.9,1,,12.4,55.0
2021,8,12.0,MOTO-AUTO,LEVE,10.5,0,0.0,8.2,37.0
2023,8,19.0,BICICLETA-AUTO,LEVE,20.6,0,0.0,9.9,56.0
2020,9,19.0,MOTO-TRANSPORTE PUBLICO,LEVE,15.5,1,,18.8,80.0
2022,6,13.0,PEATON-AUTO,LEVE,5.7,0,0.0,11.9,52.0
2020,11,0.0,BICICLETA-AUTO,LEVE,19.1,0,,21.3,79.0
2022,8,23.0,BICICLETA-MOTO,LEVE,11.1,0,0.0,23.2,67.0
2020,2,5.0,AUTO-SD,LEVE,,0,,,
2019,4,21.0,BICICLETA-AUTO,LEVE,19.7,0,,7.4,63.0
2019,9,16.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,18.0,0,,14.1,29.0
2023,4,18.0,SD-SD,LEVE,22.0,0,0.0,3.9,69.0
2019,7,4.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,4.2,1,,4.0,73.0
2019,7,9.0,PEATON-TAXI,LEVE,13.3,1,,4.5,94.0
2020,7,13.0,PEATON-AUTO,LEVE,12.6,0,,7.2,92.0
2024,10,5.0,SD-SD,LEVE,16.7,0,0.0,12.4,81.0
2023,3,8.0,MOTO-AUTO,LEVE,21.2,0,0.0,15.9,70.0
2021,1,11.0,SD-SD,LEVE,26.4,0,0.0,12.1,64.0
2023,1,14.0,PEATON-MOTO,LEVE,26.6,0,0.0,15.9,69.0
2024,7,15.0,SD-SD,LEVE,15.2,0,0.0,13.5,52.0
2021,12,21.0,SD-SD,LEVE,22.7,0,0.0,33.1,65.0
2020,11,12.0,MOTO-AUTO,LEVE,21.7,0,,12.5,41.0
2024,12,0.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,19.6,0,0.0,13.7,67.0
2024,6,15.0,MOTO-AUTO,LEVE,14.2,0,0.0,17.9,77.0
2023,10,12.0,AUTO-SD,LEVE,16.2,0,0.0,13.6,92.0
2022,4,5.0,TAXI-OBJETO FIJO,LEVE,15.2,1,0.0,14.1,77.0
2019,10,7.0,MOTO-UTILITARIO,LEVE,7.5,0,,12.5,78.0
2022,1,19.0,BICICLETA-AUTO,LEVE,28.6,0,0.0,12.1,71.0
2023,6,17.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,14.8,0,0.0,13.0,51.0
2020,12,22.0,BICICLETA-TRANSPORTE PUBLICO,LEVE,24.5,0,,15.4,44.0
2021,12,16.0,SD-SD,LEVE,24.8,0,0.1,6.9,64.0
2019,5,15.0,TAXI-AUTO,LEVE,14.2,0,,7.7,80.0
2024,1,16.0,AUTO-OBJETO FIJO,LEVE,25.9,0,0.0,11.3,55.0
2024,11,16.0,BICICLETA-TAXI,LEVE,22.7,0,0.0,14.8,32.0
2019,5,22.0,BICICLETA-CAMION,LEVE,11.1,0,,2.6,70.0
2019,3,13.0,PEATON-AUTO,LEVE,25.0,1,,2.2,75.0
2024,6,18.0,MOTO-AUTO,GRAVE,17.3,0,0.0,18.1,82.0
2023,11,9.0,BICICLETA-AUTO,LEVE,18.2,0,0.0,17.3,67.0
2023,1,10.0,PEATON-AUTO,GRAVE,20.7,0,0.0,9.1,81.0
2022,10,19.0,BICICLETA-SD,LEVE,16.1,0,0.0,24.6,58.0
2023,3,7.0,BICICLETA-AUTO,LEVE,19.9,0,0.0,3.7,82.0
2019,7,15.0,BICICLETA-TAXI,LEVE,8.2,0,,18.4,56.0
2022,8,14.0,AUTO-CAMION,LEVE,8.3,0,0.0,14.8,56.0
2022,10,11.0,PEATON-TRANSPORTE PUBLICO,LEVE,17.1,0,1.2,21.6,92.0
2020,10,19.0,SD-SD,LEVE,20.7,0,,15.9,32.0
2024,7,15.0,PEATON-CAMIONETA,LEVE,10.0,0,0.0,9.2,28.0
2024,2,16.0,SD-SD,LEVE,25.0,1,0.0,21.4,57.0
2022,8,10.0,MOTO-UTILITARIO,LEVE,14.3,0,0.0,3.2,98.0
2023,6,21.0,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,LEVE,11.0,1,0.0,9.3,50.0
2022,5,11.0,MOTO-UTILITARIO,LEVE,13.8,0,0.0,5.5,94.0
2019,10,11.0,MOTO-AUTO,LEVE,10.1,0,,10.8,78.0
2020,1,13.0,MOTO-SD,LEVE,22.6,0,,4.6,89.0
2023,7,6.0,PEATON-TAXI,LEVE,2.3,0,0.0,2.8,78.0
2023,3,18.0,MOTO-AUTO,LEVE,31.4,0,0.0,13.4,50.0
2022,2,2.0,MOTO-CAMION,GRAVE,16.8,1,0.0,14.2,81.0
2024,11,15.0,PEATON-CAMION,LEVE,23.4,0,0.0,23.0,68.0
2024,11,13.0,BICICLETA-UTILITARIO,LEVE,21.7,0,0.0,8.4,48.0
